x-axis,1,2,3
second,Volt,Ampere,Volt
+690.0E-06,+2.8336683E+00,+200.9608E-03,-374.3720E-03
+700.0E-06,+2.8421878E+00,+195.9034E-03,+3.0427135E+00
+710.0E-06,+2.9140703E+00,+214.3552E-03,+3.0427135E+00
+720.0E-06,+2.9470435E+00,+207.5377E-03,-255.7998E-03
+730.0E-06,+2.9944723E+00,+203.5176E-03,-240.0734E-03
+740.0E-06,+3.0689381E+00,+199.4975E-03,-374.3720E-03
+750.0E-06,+3.0748743E+00,+196.2179E-03,-374.3720E-03
+760.0E-06,+3.0748743E+00,+213.3356E-03,-374.3720E-03
+770.0E-06,+3.1311769E+00,+207.5377E-03,-374.3720E-03
+780.0E-06,+3.1552764E+00,+203.6853E-03,-374.3720E-03
+790.0E-06,+3.1552764E+00,+199.4975E-03,+3.0427135E+00
+800.0E-06,+3.1934158E+00,+197.5905E-03,+3.0427135E+00
+810.0E-06,+3.2356784E+00,+211.5578E-03,+3.0427135E+00
+820.0E-06,+3.2364483E+00,+207.5762E-03,-374.3720E-03
+830.0E-06,+3.2556547E+00,+203.5176E-03,-374.3720E-03
+840.0E-06,+3.3160804E+00,+199.4975E-03,-374.3720E-03
+850.0E-06,+3.3964824E+00,+196.4241E-03,-374.3720E-03
+860.0E-06,+3.3964824E+00,+207.6284E-03,-374.3720E-03
+870.0E-06,+3.3964824E+00,+211.5578E-03,-374.3720E-03
+880.0E-06,+3.4768844E+00,+203.5176E-03,-374.3720E-03
+890.0E-06,+3.5409364E+00,+199.4975E-03,-374.3720E-03
+900.0E-06,+3.4768844E+00,+199.4975E-03,+3.0427135E+00
+910.0E-06,+3.5572864E+00,+210.0520E-03,+3.0427135E+00
+920.0E-06,+3.5572864E+00,+207.5377E-03,-374.3720E-03
+930.0E-06,+3.6239216E+00,+203.5176E-03,-374.3720E-03
+940.0E-06,+3.6376884E+00,+199.1485E-03,-374.3720E-03
+950.0E-06,+3.6376884E+00,+199.4975E-03,-374.3720E-03
+960.0E-06,+3.6861605E+00,+207.5377E-03,-374.3720E-03
+970.0E-06,+3.7180904E+00,+203.5176E-03,-374.3720E-03
+980.0E-06,+3.7984924E+00,+203.0395E-03,-374.3720E-03
+990.0E-06,+3.7681835E+00,+197.9821E-03,+3.0427135E+00
+1.0000E-03,+3.7984924E+00,+191.4573E-03,+3.0427135E+00
+1.0100E-03,+3.8702939E+00,+207.1077E-03,+3.0427135E+00
+1.0200E-03,+3.8788944E+00,+199.4975E-03,-374.3720E-03
+1.0300E-03,+3.8788944E+00,+195.4774E-03,-374.3720E-03
+1.0400E-03,+3.8788944E+00,+187.4372E-03,-374.3720E-03
+1.0500E-03,+3.9592964E+00,+187.1363E-03,-374.3720E-03
+1.0600E-03,+3.9592964E+00,+194.7410E-03,-374.3720E-03
+1.0700E-03,+3.9592964E+00,+189.6835E-03,-374.3720E-03
+1.0800E-03,+4.0396985E+00,+183.4171E-03,-313.9208E-03
+1.0900E-03,+4.0396985E+00,+179.3970E-03,-566.7915E-03
+1.1000E-03,+4.0396985E+00,+172.2224E-03,+3.0427135E+00
+1.1100E-03,+4.1201005E+00,+181.2999E-03,+3.0427135E+00
+1.1200E-03,+4.0612958E+00,+176.4568E-03,-374.3720E-03
+1.1300E-03,+4.1201005E+00,+171.3993E-03,-374.3720E-03
+1.1400E-03,+4.1201005E+00,+167.3367E-03,-374.3720E-03
+1.1500E-03,+4.1598609E+00,+165.3046E-03,-374.3720E-03
+1.1600E-03,+4.2005025E+00,+174.4262E-03,-374.3720E-03
+1.1700E-03,+4.2005025E+00,+167.3367E-03,-374.3720E-03
+1.1800E-03,+4.2809045E+00,+162.1927E-03,-374.3720E-03
+1.1900E-03,+4.2376798E+00,+155.2764E-03,-374.3720E-03
+1.2000E-03,+4.2809045E+00,+154.4548E-03,+3.0427135E+00
+1.2100E-03,+4.2809045E+00,+159.5123E-03,+3.0427135E+00
+1.2200E-03,+4.3613065E+00,+155.2764E-03,-311.7180E-03
+1.2300E-03,+4.3267123E+00,+151.2563E-03,-374.3720E-03
+1.2400E-03,+4.3613065E+00,+143.9085E-03,-374.3720E-03
+1.2500E-03,+4.3613065E+00,+143.2161E-03,-374.3720E-03
+1.2600E-03,+4.3613065E+00,+152.6385E-03,-374.3720E-03
+1.2700E-03,+4.4096975E+00,+147.2362E-03,-374.3720E-03
+1.2800E-03,+4.3725712E+00,+143.2161E-03,-374.3720E-03
+1.2900E-03,+4.4417085E+00,+135.1759E-03,-374.3720E-03
+1.3000E-03,+4.3915344E+00,+132.6672E-03,+2.9671438E+00
+1.3100E-03,+4.4417085E+00,+138.1187E-03,+3.0427135E+00
