x-axis,1,2,3
second,Volt,Ampere,Volt
+910.0E-06,+4.4451528E+00,+130.3104E-03,-325.3770E-03
+920.0E-06,+4.5221105E+00,+126.1181E-03,-526.3820E-03
+930.0E-06,+4.5221105E+00,+122.0980E-03,-325.3770E-03
+940.0E-06,+4.5221105E+00,+115.1382E-03,-325.3770E-03
+950.0E-06,+4.6016514E+00,+110.0807E-03,-524.2291E-03
+960.0E-06,+4.5419956E+00,+127.1123E-03,-325.3770E-03
+970.0E-06,+4.6025125E+00,+120.0664E-03,-325.3770E-03
+980.0E-06,+4.5221105E+00,+113.1066E-03,-325.3770E-03
+990.0E-06,+4.6025125E+00,+106.1037E-03,+2.8907034E+00
+1.0000E-03,+4.6025125E+00,+103.1209E-03,+2.9468741E+00
+1.0100E-03,+4.6025125E+00,+119.9373E-03,+1.1621203E+00
+1.0200E-03,+4.6025125E+00,+114.8798E-03,-325.3770E-03
+1.0300E-03,+4.6025125E+00,+110.0377E-03,-515.6192E-03
+1.0400E-03,+4.6829145E+00,+104.7650E-03,-526.3820E-03
+1.0500E-03,+4.6371168E+00,+100.2673E-03,-411.8877E-03
+1.0600E-03,+4.6829145E+00,+114.0578E-03,-325.3770E-03
+1.0700E-03,+4.6829145E+00,+110.3821E-03,-325.3770E-03
+1.0800E-03,+4.6301471E+00,+106.0176E-03,-394.4635E-03
+1.0900E-03,+4.6829145E+00,+97.9774E-03,+3.0116556E+00
+1.1000E-03,+4.6829145E+00,+100.8700E-03,+3.0917085E+00
+1.1100E-03,+4.6923860E+00,+110.0377E-03,-526.3820E-03
+1.1200E-03,+4.7131323E+00,+108.5268E-03,-325.3770E-03
+1.1300E-03,+4.7123525E+00,+99.4493E-03,-398.9719E-03
+1.1400E-03,+4.6829145E+00,+97.5428E-03,-526.3820E-03
+1.1500E-03,+4.7633165E+00,+93.9573E-03,-355.5135E-03
+1.1600E-03,+4.7633165E+00,+107.6576E-03,-526.3820E-03
+1.1700E-03,+4.7364617E+00,+106.0176E-03,-459.2450E-03
+1.1800E-03,+4.7633165E+00,+97.9774E-03,+2.8907034E+00
+1.1900E-03,+4.7633165E+00,+93.2254E-03,+3.0917085E+00
+1.2000E-03,+4.7633165E+00,+89.9372E-03,+3.0917085E+00
+1.2100E-03,+4.7633165E+00,+101.9975E-03,-325.3770E-03
+1.2200E-03,+4.7633165E+00,+101.9975E-03,-325.3770E-03
+1.2300E-03,+4.7633165E+00,+94.8183E-03,-325.3770E-03
+1.2400E-03,+4.8437185E+00,+89.9372E-03,-325.3770E-03
+1.2500E-03,+4.8220300E+00,+89.9372E-03,-325.3770E-03
+1.2600E-03,+4.7633165E+00,+101.9975E-03,-325.3770E-03
+1.2700E-03,+4.8437185E+00,+98.9676E-03,-374.8872E-03
+1.2800E-03,+4.8437185E+00,+93.9573E-03,-426.7529E-03
+1.2900E-03,+4.8437185E+00,+85.9171E-03,+3.0439451E+00
+1.3000E-03,+4.8437185E+00,+81.9790E-03,+3.0876061E+00
+1.3100E-03,+4.8437185E+00,+93.9573E-03,-325.3770E-03
+1.3200E-03,+4.8437185E+00,+93.9573E-03,-418.5482E-03
+1.3300E-03,+4.8437185E+00,+85.9171E-03,-485.0766E-03
+1.3400E-03,+4.8437185E+00,+81.8970E-03,-325.3770E-03
+1.3500E-03,+4.8437185E+00,+77.8769E-03,-325.3770E-03
+1.3600E-03,+4.8894352E+00,+89.9372E-03,-325.3770E-03
+1.3700E-03,+4.8576576E+00,+90.6341E-03,-325.3770E-03
+1.3800E-03,+4.8505258E+00,+85.9171E-03,+2.9077216E+00
+1.3900E-03,+4.8965670E+00,+77.8769E-03,+2.9595873E+00
+1.4000E-03,+4.9241206E+00,+73.8568E-03,+3.0917085E+00
+1.4100E-03,+4.9241206E+00,+89.9372E-03,-325.3770E-03
+1.4200E-03,+4.9241206E+00,+85.9171E-03,-325.3770E-03
+1.4300E-03,+4.9241206E+00,+81.8970E-03,-400.7188E-03
+1.4400E-03,+4.9241206E+00,+76.4009E-03,-452.5845E-03
+1.4500E-03,+4.9241206E+00,+70.2753E-03,-347.3088E-03
+1.4600E-03,+4.9241206E+00,+85.9171E-03,-526.3820E-03
+1.4700E-03,+4.9241206E+00,+89.9372E-03,-444.5824E-03
+1.4800E-03,+4.9241206E+00,+79.2237E-03,-459.0424E-03
+1.4900E-03,+4.9241206E+00,+73.8568E-03,+3.0762345E+00
